exemplo
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 1, 'linhaDigitavel': '24698.1541 17323.88022 43518.67620 4 00000000080820', 'valor': 808.2, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 654, 'agencia': 9, 'linhaDigitavel': '65498.5837 35107.28162 13266.70532 0 00000000001260', 'valor': 12.6, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02598.1440 52958.01352 11141.93558 1 00000000071375', 'valor': 713.75, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '03495.1731 75484.81747 49646.52257 3 00000000059165', 'valor': 591.65, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02599.5348 39027.19405 21516.17657 2 00000000041939', 'valor': 419.39, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02599.3993 06625.16278 37700.14168 3 00000000006332', 'valor': 62.32, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02592.3713 94314.37158 25224.41047 4 00000000041867', 'valor': 418.67, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 6180, 'linhaDigitavel': '02595.4794 73729.92004 31523.30275 4 00000000003754', 'valor': 37.54, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02593.6592 03910.15472 09356.97938 1 00000000040456', 'valor': 404.56, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02502.9089 24855.25074 08667.66683 4 00000000008793', 'valor': 87.93, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02598.7766 42170.95364 83692.31608 3 00000000024766', 'valor': 247.66, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 297, 'agencia': 9, 'linhaDigitavel': '29799.6946 20793.25793 62404.67883 7 00000000062147', 'valor': 621.47, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02594.1600 55776.50186 44199.08139 7 00000000002970', 'valor': 29.7, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '34194.7399 71773.35974 71948.18933 1 00000000009960', 'valor': 99.6, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02598.2415 73416.35211 51888.21905 0 00000000029504', 'valor': 295.04, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02598.2759 15234.32248 77355.18862 6 00000000003801', 'valor': 37.01, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02591.5717 43935.40086 22417.38387 1 00000000051292', 'valor': 512.93, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 3173, 'linhaDigitavel': '02598.4343 51993.22309 95641.19235 0 00000000026652', 'valor': 266.53, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02592.9248 62639.28939 02196.14533 0 00000000063278', 'valor': 632.78, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02576.2153 18143.99345 44588.58448 0 00000000037925', 'valor': 379.25, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02594.5703 78949.58690 68088.24034 9 00000000099031', 'valor': 990.31, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 431, 'agencia': 9, 'linhaDigitavel': '43190.6440 71756.72697 09050.57008 2 00000000056599', 'valor': 565.99, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02591.9903 25376.91319 02154.62544 8 00000000086267', 'valor': 862.67, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '75999.8133 22424.08103 73103.39272 7 00000000046584', 'valor': 465.84, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02591.0132 88825.01639 77509.36437 7 00000000047939', 'valor': 479.39, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02593.9601 98850.34651 72508.33524 8 00000000043762', 'valor': 436.62, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02597.5709 30042.95897 65343.30959 7 00000000036161', 'valor': 361.61, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 7484, 'linhaDigitavel': '02598.7206 83244.92257 21583.26447 6 00000000037205', 'valor': 372.05, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02596.6002 46201.65952 88110.01144 2 00000000004401', 'valor': 44.01, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02542.0970 02533.39924 56952.13462 0 00000000094064', 'valor': 940.64, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02590.0600 94817.08689 56710.05056 7 00000000080282', 'valor': 802.82, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 262, 'agencia': 9, 'linhaDigitavel': '26296.4133 17360.85400 14170.14619 6 00000000034965', 'valor': 349.65, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02592.2926 98471.45019 29134.25524 6 00000000069746', 'valor': 697.46, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '61394.7681 76698.47175 20726.83549 5 00000000045271', 'valor': 452.71, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02594.4191 37290.23525 36814.35348 0 00000000056894', 'valor': 568.94, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02599.3520 58358.28941 21853.86387 3 00000000023746', 'valor': 236.46, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02593.7472 68774.16349 30125.19028 2 00000000064464', 'valor': 644.64, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 6922, 'linhaDigitavel': '02595.5129 38070.35381 10639.67103 0 00000000027180', 'valor': 271.8, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02599.9492 13301.28347 24886.38069 2 00000000068775', 'valor': 687.75, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02567.1378 14087.03650 08069.96979 1 00000000050822', 'valor': 508.22, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02597.8156 29466.27508 98888.85619 8 00000000054744', 'valor': 547.44, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 482, 'agencia': 9, 'linhaDigitavel': '48291.2422 51264.01172 73459.20404 3 00000000052001', 'valor': 520.01, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02590.4989 94555.42602 79920.05104 6 00000000028520', 'valor': 285.21, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '38399.9433 98087.75745 87007.22081 2 00000000057929', 'valor': 579.3, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02596.9242 67999.05828 59424.11775 5 00000000028636', 'valor': 286.36, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02596.6963 39038.33454 77054.55367 9 00000000095670', 'valor': 955.7, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02596.0414 29400.83094 67167.04965 9 00000000005289', 'valor': 52.89, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 4113, 'linhaDigitavel': '02591.0937 85260.03395 36241.60172 9 00000000054120', 'valor': 541.2, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02590.1423 52088.90404 46325.77143 6 00000000032951', 'valor': 329.51, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02589.7859 45180.01162 77865.17073 8 00000000023550', 'valor': 235.5, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02593.4188 77876.18339 69840.15449 6 00000000084654', 'valor': 846.54, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 862, 'agencia': 9, 'linhaDigitavel': '86293.1690 17821.29138 17485.28545 4 00000000071118', 'valor': 711.18, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02594.1067 39317.80139 32338.22688 4 00000000046787', 'valor': 467.87, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '21895.7601 64530.50531 75720.10930 3 00000000035454', 'valor': 354.54, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02594.0455 47003.86925 64099.42247 8 00000000024143', 'valor': 241.43, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02597.4596 80331.88068 73432.75258 0 00000000015413', 'valor': 153.13, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02593.0874 26072.36815 72755.68404 4 00000000030262', 'valor': 302.62, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9003, 'linhaDigitavel': '02593.5171 04013.73797 29056.24931 8 00000000053810', 'valor': 538.1, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02593.1855 76209.69561 02336.36165 3 00000000029688', 'valor': 296.88, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02560.4224 68568.50660 45680.00358 2 00000000004525', 'valor': 45.25, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02594.3086 81082.37004 64793.05902 0 00000000094893', 'valor': 948.93, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 9, 'agencia': 9, 'linhaDigitavel': '00992.9480 40838.62766 89381.66755 9 00000000039306', 'valor': 393.06, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02591.2222 60273.50305 68006.33810 7 00000000080363', 'valor': 803.63, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '63598.3690 84914.49284 67684.97528 2 00000000028649', 'valor': 286.49, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02596.3809 80584.08018 15448.60396 8 00000000040430', 'valor': 404.3, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02592.6257 94389.31463 38296.63093 3 00000000086484', 'valor': 863.84, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02598.3344 62306.08195 55547.64903 2 00000000053998', 'valor': 539.98, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 5910, 'linhaDigitavel': '02591.6921 02028.78172 60799.94472 4 00000000092355', 'valor': 923.55, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02590.0270 17176.71002 71409.59440 1 00000000064846', 'valor': 648.46, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02551.9058 04383.72680 29791.14100 5 00000000045982', 'valor': 459.82, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02595.1474 36543.76432 68401.54148 2 00000000007077', 'valor': 70.77, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 710, 'agencia': 9, 'linhaDigitavel': '71098.0111 19865.32962 66237.86442 5 00000000096655', 'valor': 966.55, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02597.7316 07897.88242 04256.93859 2 00000000006603', 'valor': 66.03, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '41193.1440 24475.53988 55226.02897 9 00000000019845', 'valor': 198.45, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02593.0391 59151.25187 06119.28657 7 00000000090183', 'valor': 901.83, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02596.2571 87793.43568 12208.27861 7 00000000089299', 'valor': 891.99, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02592.7512 41246.26955 47548.17414 7 00000000022114', 'valor': 221.14, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 5944, 'linhaDigitavel': '02594.1634 33719.99914 76351.57060 6 00000000084843', 'valor': 848.43, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02591.9645 35836.92766 84907.04513 3 00000000080989', 'valor': 809.89, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02585.3087 07029.26422 12111.21427 8 00000000054578', 'valor': 545.78, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02593.2170 14817.44148 28422.92561 9 00000000046825', 'valor': 468.25, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 518, 'agencia': 9, 'linhaDigitavel': '51898.8749 49691.95302 53156.15046 2 00000000026914', 'valor': 269.15, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02591.5349 88477.84261 64431.91778 9 00000000020492', 'valor': 204.92, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '75493.2023 38830.09987 84190.66915 5 00000000064037', 'valor': 640.37, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02596.6918 28711.77897 79258.49230 7 00000000017904', 'valor': 179.04, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02591.7680 09421.95151 44787.44137 5 00000000028461', 'valor': 283.61, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02593.0243 09753.65616 81750.81690 6 00000000042617', 'valor': 426.17, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 4249, 'linhaDigitavel': '02592.1981 27157.92338 40832.01585 7 00000000053088', 'valor': 530.88, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02597.8994 32527.58851 53577.81061 3 00000000026848', 'valor': 268.48, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02551.0852 49808.76442 27781.48999 7 00000000037272', 'valor': 372.72, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02592.8255 97171.03004 26947.37130 5 00000000084152', 'valor': 841.52, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 659, 'agencia': 9, 'linhaDigitavel': '65998.7867 21554.85964 39061.43267 7 00000000076482', 'valor': 764.82, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02596.4235 47995.15665 23246.99839 1 00000000078385', 'valor': 783.85, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '96096.4156 19196.76002 44035.61624 5 00000000024117', 'valor': 241.17, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02590.5170 14742.34311 97459.40320 7 00000000069694', 'valor': 696.94, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02595.7314 60937.85144 74550.66790 2 00000000013113', 'valor': 130.14, 'label': 0}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9, 'linhaDigitavel': '02599.0338 53692.15221 46082.54560 1 00000000069755', 'valor': 697.55, 'label': 1}"
"{'banco': 'BANCO ALFA S.A.', 'codigoBanco': 25, 'agencia': 9240, 'linhaDigitavel': '02596.5628 12425.79017 45837.14995 0 00000000022053', 'valor': 220.53, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06591.5568 77523.10989 25388.22628 4 00000000012813', 'valor': 128.13, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06584.2565 20442.58226 81826.25640 1 00000000038354', 'valor': 383.54, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06595.0669 43106.00746 59761.73465 8 00000000089912', 'valor': 899.12, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 914, 'agencia': 18, 'linhaDigitavel': '91492.9552 61281.99730 60271.01666 4 00000000063607', 'valor': 636.07, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06596.2896 50991.44387 92622.75450 7 00000000051333', 'valor': 513.33, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '29595.0093 81175.66734 86785.76406 8 00000000016574', 'valor': 165.74, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06597.8244 36943.75237 71196.41109 0 00000000068822', 'valor': 688.22, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06591.9560 32097.06647 91440.15096 4 00000000008154', 'valor': 80.54, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06598.2368 21199.00331 49749.73774 5 00000000068990', 'valor': 689.9, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 8159, 'linhaDigitavel': '06599.9759 80834.65919 21815.27036 9 00000000073629', 'valor': 736.29, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06599.5464 90100.11784 74526.36880 5 00000000070174', 'valor': 701.74, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06543.0024 68644.68353 56304.14900 3 00000000099114', 'valor': 991.14, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06594.5982 13996.05279 17486.84482 9 00000000016609', 'valor': 166.09, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 393, 'agencia': 18, 'linhaDigitavel': '39398.3717 13360.84802 49483.53629 8 00000000065236', 'valor': 652.36, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06592.0860 65777.39894 67129.28074 5 00000000078559', 'valor': 785.59, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '02899.0673 01287.22815 61904.39902 8 00000000095640', 'valor': 956.4, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06593.6159 46030.15314 77818.55633 3 00000000084678', 'valor': 846.78, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06596.6404 76622.96898 19177.15816 6 00000000024048', 'valor': 239.48, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06591.0351 51631.77500 24704.38265 0 00000000015355', 'valor': 153.55, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 9656, 'linhaDigitavel': '06591.9025 29642.72926 03928.10273 7 00000000082546', 'valor': 825.46, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06596.1578 73858.51811 19402.85707 8 00000000055449', 'valor': 554.49, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06562.9478 88648.49044 78477.61554 7 00000000098705', 'valor': 987.05, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06593.8302 51223.95771 76867.32946 9 00000000082813', 'valor': 828.13, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 661, 'agencia': 18, 'linhaDigitavel': '66190.3566 68045.16865 93133.80253 6 00000000009756', 'valor': 97.56, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06593.0625 31806.05627 89009.79608 1 00000000088072', 'valor': 880.72, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '04890.1071 24773.20862 83455.63292 5 00000000077879', 'valor': 778.79, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06597.3351 03603.64227 13441.79291 1 00000000094731', 'valor': 947.31, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06598.2839 85420.28661 07622.92702 1 00000000005371', 'valor': 52.71, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06592.7807 38750.36127 04247.39780 2 00000000065925', 'valor': 659.25, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 2229, 'linhaDigitavel': '06598.5585 42784.98104 11064.30738 5 00000000021549', 'valor': 215.49, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06595.5523 18504.31603 16990.17065 8 00000000052817', 'valor': 528.18, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06510.5724 12578.98531 00903.01637 9 00000000045743', 'valor': 457.43, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06596.3508 69018.88526 86669.42645 2 00000000048682', 'valor': 486.82, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 603, 'agencia': 18, 'linhaDigitavel': '60392.2464 00464.27028 31116.73546 6 00000000052166', 'valor': 521.67, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06592.3642 88205.57026 25143.42414 9 00000000053322', 'valor': 533.22, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '85497.2376 49988.98783 69004.63391 1 00000000072100', 'valor': 721.0, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06590.1050 08272.54731 16734.68496 7 00000000043805', 'valor': 438.05, 'label': 1}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06595.2688 82322.10199 41301.61370 3 00000000067774', 'valor': 676.74, 'label': 0}"
"{'banco': 'BANCO ANDBANK (BRASIL) S.A.', 'codigoBanco': 65, 'agencia': 18, 'linhaDigitavel': '06598.8352 21352.31749 52608.26323 1 00000000014696', 'valor': 146.96, 'label': 1}"
